"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",23.44146,
"CZE","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",20.668016,
"CZE","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",20.727884,
"CZE","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",19.187189,
"CZE","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",11.913857,
"CZE","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",9.3599224,
"CZE","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",10.161623,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",6.5431185,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",5.5282526,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",4.2530508,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",3.8569491,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",7.9864488,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",9.7535572,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",9.3705654,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",10.214662,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",10.20309,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",8.1754827,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",8.5385876,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",6.8373957,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",6.8125796,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",6.6664252,
"DNK","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",6.2394319,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",10.747297,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",10.139029,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",8.8871288,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",8.0699644,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",9.8290462,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",11.635598,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",11.327336,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",11.55273,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",12.199931,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",12.511683,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",12.149633,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",11.707317,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",13,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",12.234042,
"FIN","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",10.714286,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",11.099839,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",10.988115,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",10.212059,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",9.7011213,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",11.629426,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",12.925811,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",12.873412,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",13.766202,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",13.866038,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",13.973893,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",15.561263,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",15.868587,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",15.063866,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",14.321804,
"FRA","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",13.481572,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",20.146818,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",19.845667,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",17.99571,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",16.505592,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",16.732357,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",15.8973,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",13.904875,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",12.819253,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",12.471225,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",12.047767,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",11.352495,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",10.004822,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",9.1673222,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",8.5388823,
"DEU","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",7.7439661,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",8.2929287,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",7.2673526,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",7.0707765,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",6.867322,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",8.9068518,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",11.851603,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",17.018631,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",25.073339,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",28.659256,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",27.717413,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",26.264608,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",26.186934,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",23.91394,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",21.974014,
"GRC","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",20.037479,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",12.44505,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",14.810717,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",16.005245,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",17.314789,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",20.972889,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",23.534044,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",23.107422,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",22.759039,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",21.799353,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",16.693768,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",15.502582,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",11.782121,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",10.098001,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",8.7703676,
"HUN","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",8.0525532,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",2.6324446,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",2.5928044,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",1.9416944,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",2.9128547,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",7.7744288,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",7.852354,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",7.4399552,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",7.4161978,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",5.7216816,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",4.7298346,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",3.9669003,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",2.7797201,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",2.0912006,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",2.7952092,
"ISL","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",3.2297986,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",6.0054908,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",5.6728544,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",6.0495467,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",8.239501,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",15.280116,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",19.370199,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",21.686447,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",23.345005,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",20.308182,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",18.742107,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",15.893836,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",10.884036,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",7.8827791,
"IRL","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",6.5684071,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",7.7610388,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",6.9425793,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",6.3062925,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",7.4391356,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",8.3555183,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",9.0978107,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",9.3815737,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",12.16558,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",14.348731,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",15.159895,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",14.193714,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",14.296636,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",14.285714,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",13.4765,
"ITA","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",12.780911,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",2.8554549,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",2.6000817,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",2.4078612,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",2.4581254,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",2.9356353,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",3.12409,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",2.6420186,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",2.5457234,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",2.3120685,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",2.6993945,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",2.7243698,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",2.7628746,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",2.7666306,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",3.2216022,
"KOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",3.9066856,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",5.1236243,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",4.8554235,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",4.1381593,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",4.8376203,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",5.7517176,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",4.1169648,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",6.0724397,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",6.4090776,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",8.5702267,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",7.7290845,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",8.2581673,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",6.9030805,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",6.3986888,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",6.3844604,
"LUX","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",5.5330138,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",2.4808207,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",2.4560339,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",2.449518,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",2.7537827,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",4.1823392,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",4.0851002,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",3.952374,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",3.6776431,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",3.7470465,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",3.4607241,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",3.0821168,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",2.6077018,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",2.342535,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",2.1489182,
"MEX","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",2.3499572,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",5.8494482,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",4.795568,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",3.9837108,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",3.426867,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",4.1076894,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",5.0803857,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",4.3777361,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",6.5396938,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",8.6374531,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",10.141568,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",9.2927094,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",7.6413312,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",6.5865383,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",5.1204324,
"NLD","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",4.2088528,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",3.4286916,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",3.2401524,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",3.1467745,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",3.6838424,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",5.8606367,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",6.0923371,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",6.5260057,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",6.4155531,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",6.8077083,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",5.2308393,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",6.1948957,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",5.4138594,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",5.0077043,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",4.5654564,
"NZL","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",4.5935411,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",7.4384494,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",4.707233,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",3.3333333,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",3.8297873,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",4.7301393,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",5.5759802,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",5.0120773,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",4.2803969,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",5.5663428,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",6.6707845,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",7.7164369,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",7.5275397,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",7.4969769,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",6.4973974,
"NOR","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",5.977437,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",27.12648,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",21.481947,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",15.503819,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",11.522508,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",13.918281,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",16.078812,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",16.76733,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",17.804855,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",19.310276,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",17.616034,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",15.541265,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",12.783751,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",11.052631,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",9.353508,
"POL","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",8.1604424,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",7.5488873,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",7.602478,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",7.9808826,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",7.5995202,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",10.132068,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",11.762863,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",13.310574,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",16.004183,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",17.115379,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",14.771832,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",13.029997,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",11.571985,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",9.2736435,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",6.9088902,
"PRT","UNEMPEDU","BUPPSRY","PC_25_64","A","2019",6.4098353,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2005",49.162388,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2006",43.961422,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2007",41.266907,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2008",36.266579,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2009",38.327396,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2010",40.808674,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2011",39.364754,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2012",41.526943,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2013",39.991882,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2014",39.205311,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2015",34.244297,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2016",29.025688,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2017",27.251879,
"SVK","UNEMPEDU","BUPPSRY","PC_25_64","A","2018",27.398344,
